,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
34,34,390,0.20922412478770966,0.9354166666666667,0.9683041378235805,0.639495293410775,0.4187863008211496,0.3884275189683407,0.14765121528065542,0.8952,0.9583333333333334,0.03811111111111111
35,35,390,0.19640883097472864,0.9403645833333333,0.972203676503316,0.6534296028880866,0.4113517849979944,0.3633857652356353,0.151970130693115,0.9044,0.9554444444444444,0.04188888888888889
36,36,390,0.19772389385944758,0.9385016025641025,0.9710399786305761,0.6459167333867094,0.41713370696557245,0.37783189778086507,0.14768636554584536,0.9025,0.9596666666666667,0.038
37,37,390,0.19437463293090845,0.9407451923076923,0.9740022703496783,0.6414980973362708,0.4201882635689966,0.40064365143262887,0.0846905487255049,0.898,0.9687777777777777,0.029555555555555557
38,38,390,0.1904965609407578,0.9419270833333333,0.975825839195085,0.6371096877502002,0.43034427542033626,0.3725285977125168,0.13261981870533085,0.9064,0.962,0.036444444444444446
39,39,390,0.18152583406712763,0.9441105769230769,0.9768104330796279,0.6494183714400321,0.41776975531488164,0.3830195912454702,0.12471857908326135,0.9015,0.9587777777777777,0.03922222222222222
40,40,390,0.1777583893101949,0.9457932692307692,0.979034519596715,0.6464221286831028,0.4191220685508118,0.39643962719017944,0.10905686371080892,0.9041,0.9652222222222222,0.03288888888888889
41,41,390,0.17335313882392187,0.9477964743589744,0.9795218804255887,0.6623948738486184,0.40608730476571886,0.3969056645903406,0.11919081724465261,0.9043,0.9588888888888889,0.03855555555555556
42,42,390,0.17496368857339406,0.9461738782051282,0.9796558862154161,0.6449028640096135,0.4187863008211496,0.34604175747195376,0.14703573457057206,0.9107,0.9577777777777777,0.04
43,43,390,0.16362331223029355,0.950020032051282,0.9823495370370371,0.6590544871794872,0.4108573717948718,0.37332990180842485,0.1465121403231587,0.9079,0.9648888888888889,0.03322222222222222
44,44,390,0.16443023607134818,0.9505008012820513,0.9829052219204915,0.6589907889467361,0.40608730476571886,0.3705600436918343,0.13667509071266568,0.908,0.9607777777777777,0.036555555555555556
45,45,390,0.15747771056798787,0.9517227564102564,0.9837287984685928,0.6637965558670404,0.39947937525030036,0.3815244381563573,0.09320846097838974,0.9075,0.9681111111111111,0.03
46,46,390,0.16082551656052088,0.9502203525641025,0.9824823042336286,0.6599919903884661,0.4044853824589507,0.38562258040603203,0.1175919447264726,0.9114,0.964,0.03388888888888889
47,47,390,0.1570077845396904,0.9518429487179487,0.9846434612303036,0.6563753007217321,0.40938251804330394,0.3715092645415777,0.14257475003783762,0.9117,0.9627777777777777,0.035222222222222224
48,48,390,0.15231219613208222,0.9533854166666667,0.9851320973090877,0.667601683029453,0.4029252654778602,0.4106652829088742,0.1347386693175305,0.9059,0.9624444444444444,0.034777777777777776
49,49,390,0.1424905399576976,0.9575320512820513,0.9885607459995994,0.6779627030278724,0.39422498496089836,0.37418760302700577,0.09142307041567081,0.9131,0.968,0.030333333333333334
50,50,390,0.1429346981530006,0.9566105769230769,0.9880038280919632,0.6738825415915013,0.3966726798957707,0.3591614851280104,0.16202606617236956,0.9157,0.9614444444444444,0.036444444444444446
51,51,390,0.14176812371573386,0.9564503205128205,0.9880917933536626,0.6717404366112557,0.3993591027438414,0.40914538785626614,0.14294915109164488,0.903,0.9651111111111111,0.03255555555555555
52,52,390,0.13306678640536773,0.9595352564102564,0.9901622560039173,0.6838308956121018,0.38669605289521136,0.36692087644640403,0.1236665251166363,0.914,0.9633333333333334,0.035
53,53,390,0.13120923394767137,0.9602363782051282,0.9903619285046521,0.6892270724869843,0.3854625550660793,0.3898296352428726,0.1555375386632874,0.9082,0.9595555555555556,0.03811111111111111
54,54,390,0.13035338999560245,0.9604567307692308,0.9902288105413105,0.6925080128205128,0.3802083333333333,0.394979060639309,0.10177851355106661,0.9099,0.9675555555555555,0.030333333333333334
55,55,390,0.13315346987010576,0.9585737179487179,0.9897843359818388,0.6774904790539186,0.394868711164562,0.3924911567304708,0.12250120289833613,0.9125,0.9646666666666667,0.03311111111111111
56,56,390,0.12193040378773824,0.9628205128205128,0.9914088582239039,0.7054108216432866,0.3725450901803607,0.4012825206110749,0.1346005015337551,0.9119,0.962,0.036
57,57,390,0.12141085066474401,0.9630208333333333,0.9914976963653764,0.7066720096173111,0.3696653977158886,0.38811799902704697,0.17021797531822197,0.9141,0.9541111111111111,0.043555555555555556
58,58,390,0.11622368502311217,0.9645232371794872,0.993145044623979,0.7067548606935258,0.3724193225095209,0.3883881870704361,0.1354531804624368,0.9133,0.9623333333333334,0.035666666666666666
59,59,390,0.11365372752531981,0.9654447115384616,0.993077505230824,0.7168602322787345,0.3598317981577894,0.3921594362281546,0.18538079964993914,0.9145,0.9573333333333334,0.04033333333333333
60,60,390,0.10739434629869767,0.9671474358974359,0.993389570210777,0.7309156481667001,0.34882789020236427,0.39881396293640137,0.14161078440366495,0.9153,0.9627777777777777,0.035111111111111114
61,61,390,0.10755085529138644,0.9664663461538462,0.9935229700854701,0.7229567307692307,0.3529647435897436,0.4153007596165319,0.22882186503372562,0.915,0.9517777777777777,0.04566666666666667
62,62,390,0.10562620574656205,0.967227564102564,0.9933894230769231,0.7317708333333334,0.351161858974359,0.40017433455096013,0.12836945207107445,0.9151,0.966,0.03166666666666667
63,63,390,0.10198011222558144,0.9683092948717948,0.9943910256410257,0.733573717948718,0.3467548076923077,0.4264436810265613,0.1289757977167643,0.9132,0.9661111111111111,0.03244444444444444
64,64,390,0.10181368928020582,0.9680689102564103,0.9941681876864177,0.7332799359231077,0.34421305566680016,0.4467283078009569,0.13856676780671195,0.9078,0.9643333333333334,0.033777777777777775
65,65,390,0.09522397591708562,0.9699118589743589,0.9941461894586895,0.7518028846153846,0.3301282051282051,0.39722624223066283,0.20038292756382847,0.9143,0.9572222222222222,0.04088888888888889
66,66,390,0.09496091301911153,0.9705929487179488,0.9948359524551484,0.7525030036043252,0.33319983980776935,0.40316255720733085,0.16746542794944744,0.9177,0.9592222222222222,0.03822222222222222
67,67,390,0.09081807384888331,0.9713942307692308,0.9949026154702282,0.7599599599599599,0.32472472472472474,0.4197402177732202,0.16855137780780943,0.9151,0.9624444444444444,0.035666666666666666
68,68,390,0.08462584807227055,0.973417467948718,0.9956593357670733,0.7734187349879904,0.3096477181745396,0.3974610406763946,0.18244310574028905,0.9197,0.957,0.04033333333333333
69,69,390,0.08270310797752478,0.9737379807692308,0.9948810398166077,0.7833233112848266,0.3036680697534576,0.41558599990757206,0.17289000413787198,0.9148,0.9605555555555556,0.037333333333333336
70,70,390,0.08237995061163719,0.9740985576923077,0.9957709172657867,0.779090727017825,0.30642900060084116,0.3970257896411268,0.1780788864166489,0.918,0.9585555555555556,0.03888888888888889
71,71,390,0.07971441840323118,0.9747195512820512,0.9963718921806486,0.7798918485880232,0.3056278790306429,0.4078544322637063,0.22909537663447185,0.9162,0.9446666666666667,0.05211111111111111
72,72,390,0.07843495493229383,0.9759014423076923,0.9960600124654972,0.7946357085668535,0.2922337870296237,0.41618669231103944,0.1775660968031472,0.9137,0.955,0.043111111111111114
73,73,390,0.07359345209522125,0.9767027243589743,0.9964383500656679,0.7992795677406443,0.28817290374224536,0.4266460885918593,0.15987593875410902,0.9163,0.9656666666666667,0.03277777777777778
74,74,390,0.0714323150471617,0.9770432692307692,0.9957259249365567,0.8091236494597839,0.2781112444977991,0.4104801266442371,0.17977928305962976,0.9169,0.9597777777777777,0.038
75,75,390,0.0664661570905875,0.9790865384615385,0.9969506766381766,0.8183092948717948,0.2686298076923077,0.4319332417430757,0.21499243612125726,0.9148,0.9566666666666667,0.041
76,76,390,0.06621750487635533,0.9791866987179487,0.997039707977208,0.8185096153846154,0.27163461538461536,0.42564833098197286,0.1587559972491286,0.9156,0.9665555555555555,0.03188888888888889
77,77,390,0.06289860087518509,0.9799278846153846,0.9968615754446102,0.8275585820148208,0.2643701181654316,0.42378616465043417,0.21403886410276549,0.9156,0.9544444444444444,0.043222222222222224
78,78,390,0.060999857082676426,0.9800480769230769,0.9969502693557722,0.8281312525010004,0.26250500200080035,0.43597598090956485,0.1871226289683402,0.9134,0.9611111111111111,0.03688888888888889
79,79,390,0.05752589357778048,0.9813701923076923,0.9967285351849379,0.8429602888086642,0.24849578820697954,0.419073784936078,0.26175943861754847,0.917,0.9434444444444444,0.054
80,80,390,0.05671294456682144,0.9816706730769231,0.9970618350175845,0.8432118542250701,0.2488986784140969,0.41839222383650043,0.18863239014704883,0.9155,0.9586666666666667,0.03922222222222222
81,81,390,0.05260996117184941,0.9830528846153846,0.9970842885441474,0.8567421358445201,0.23362051693047486,0.42927527078722094,0.1991066469509207,0.9171,0.9583333333333334,0.03933333333333333
82,82,390,0.05297360974483383,0.9833533653846154,0.9973735754985755,0.8571714743589743,0.23577724358974358,0.43525146806164633,0.23777823348227942,0.9155,0.9525555555555556,0.04533333333333334
83,83,390,0.04904151926867855,0.9843549679487179,0.9973960072110569,0.8669071958308279,0.2246943275205452,0.43968265975200677,0.26232009527968686,0.9155,0.9488888888888889,0.04888888888888889
84,84,390,0.04740453465387989,0.9852964743589744,0.9975961003405525,0.8746244742639696,0.2173042259162828,0.428407227785527,0.24783932155286761,0.9148,0.952,0.04533333333333334
85,85,390,0.045519797909909336,0.9857972756410256,0.9976183056581934,0.8794553464156989,0.21605927112535042,0.43264663606127607,0.2578422906874141,0.9169,0.9491111111111111,0.04844444444444444
86,86,390,0.04481659662456085,0.9858573717948718,0.9982192939500512,0.8746495794953945,0.2194633560272327,0.4366996680633931,0.26699611290135017,0.916,0.9456666666666667,0.05188888888888889
87,87,390,0.04367839876705637,0.9864182692307693,0.9975737340011129,0.8860860860860861,0.209009009009009,0.44500154209665105,0.24171341097795626,0.9158,0.9518888888888889,0.04611111111111111
88,88,390,0.04159774053364228,0.9869991987179487,0.99799692862389,0.8879534976949288,0.2070555221487272,0.43805635107468954,0.2961156055016417,0.9163,0.9415555555555556,0.056
89,89,390,0.03998392869551212,0.9873798076923077,0.9980636545737814,0.8911823647294589,0.2028056112224449,0.4340812950571881,0.2666059457500216,0.9165,0.9476666666666667,0.050222222222222224
90,90,390,0.03876199173048521,0.9879607371794872,0.9982195317368467,0.8955493183640738,0.19867682437850842,0.4383188562491272,0.25673914889634497,0.9157,0.9515555555555556,0.04622222222222222
91,91,390,0.03874301702166215,0.9878605769230769,0.9980188322240278,0.8965379227536522,0.1983189913948369,0.4326267495185514,0.29561530538952685,0.9162,0.9417777777777778,0.05566666666666667
92,92,390,0.03824420491567789,0.9879206730769231,0.9982195317368467,0.8951483560545309,0.20068163592622293,0.4421183551791348,0.23663459041378868,0.9151,0.9516666666666667,0.046
93,93,390,0.038183549939630884,0.9876001602564103,0.9981748981726725,0.8924063313965137,0.20176317371268282,0.4370379698804662,0.26054354738706437,0.9146,0.9474444444444444,0.05011111111111111
94,94,390,0.037471188743336076,0.9879407051282051,0.9978854586328934,0.8984578409773684,0.19527338273583017,0.4326415825870973,0.28459275749997354,0.9173,0.9452222222222222,0.052222222222222225
95,95,390,0.03681572519768125,0.9885016025641026,0.998419658557215,0.8992589625475665,0.19447226116563188,0.4329016287870045,0.2788431122112022,0.918,0.9454444444444444,0.052
96,96,390,0.03613497044365758,0.9892427884615385,0.9985977876204678,0.9050290522941294,0.18994189541174114,0.4335286134405981,0.27193907944774126,0.9167,0.9468888888888889,0.050444444444444445
97,97,390,0.03545514736085748,0.9896233974358974,0.9986422418590157,0.9084718606048467,0.1878630082114961,0.42874160126040256,0.2738911391721225,0.9181,0.9463333333333334,0.051333333333333335
98,98,390,0.03496258867283662,0.9896634615384615,0.9983751057294217,0.9112935522627152,0.18382058470164198,0.4296333511607556,0.2742182695582299,0.9168,0.9468888888888889,0.050666666666666665
99,99,390,0.03516032729560557,0.9891626602564103,0.9986423627339699,0.9037883343355382,0.1936259771497294,0.42797857296617725,0.28491322772288824,0.9173,0.944,0.05366666666666667
