,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
61,61,390,0.006848520620797689,0.9980168269230769,0.9977964743589743,1.0,0.10036057692307693,0.33347007707704474,0.0036642415742946955,0.9292,0.9983333333333333,0.0016666666666666668
62,62,390,0.005513767298618451,0.9985977564102564,0.9984419515669516,1.0,0.10076121794871795,0.3313322808546356,0.003950200618201565,0.9297,0.9987777777777778,0.0012222222222222222
63,63,390,0.004961006077773607,0.9987580128205128,0.9986422720797721,0.9997996794871795,0.10096153846153846,0.3264178958120225,0.005015037100885282,0.9316,0.9984444444444445,0.0015555555555555555
64,64,390,0.0035494594444828225,0.9992788461538461,0.9992209411031474,0.999799759711654,0.10092110532639167,0.3354638221709034,0.005894724850458914,0.9305,0.9983333333333333,0.0015555555555555555
65,65,390,0.0037961194561480973,0.9991386217948718,0.9990651709401709,0.9997996794871795,0.10096153846153846,0.33356728206706954,0.00271156375402876,0.93,0.999,0.0008888888888888889
66,66,390,0.003418506224765084,0.9992788461538461,0.9991986822775231,1.0,0.10072086503804566,0.32895450091248823,0.0019171670822746383,0.9308,0.9993333333333333,0.0006666666666666666
67,67,390,0.003038402834835534,0.9993389423076923,0.9992877017250974,0.9997997997997998,0.1007007007007007,0.3175016314357142,0.002353159456760468,0.9306,0.9992222222222222,0.0006666666666666666
68,68,390,0.0029293673476040102,0.9994391025641025,0.999398984952364,0.9997998398718975,0.10088070456365092,0.32339841132111186,0.0023473571948656314,0.93,0.9991111111111111,0.0007777777777777777
69,69,390,0.0028583211330092478,0.9994391025641025,0.999399078587167,0.9997995590298657,0.10082180797755061,0.32024656537967394,0.003962251371937052,0.9296,0.9984444444444445,0.0014444444444444444
70,70,390,0.002003375854837941,0.9997596153846153,0.9997329000378392,1.0,0.1007410374524334,0.31843588897321795,0.003989575534458862,0.93,0.9984444444444445,0.0013333333333333333
71,71,390,0.0020626457330087224,0.9996394230769231,0.9995993500567587,1.0,0.1007410374524334,0.3205918766841104,0.007031221071230621,0.9316,0.9975555555555555,0.0022222222222222222
72,72,390,0.0017138041005520604,0.9997996794871795,0.9997774018342089,1.0,0.10068054443554844,0.31506436950043787,0.007043101614150326,0.931,0.9973333333333333,0.0024444444444444444
73,73,390,0.0018881759756298449,0.9997395833333333,0.9997551365670146,0.9995997598559135,0.10106063638182909,0.3103858498455603,0.0029588381590987807,0.9324,0.9988888888888889,0.001
74,74,390,0.0014447061661392068,0.9999399038461538,0.9999332175771337,1.0,0.10064025610244097,0.30826049826190444,0.002909645386835045,0.9321,0.9987777777777778,0.0011111111111111111
75,75,390,0.0015522177177048526,0.9998597756410257,0.9998441951566952,1.0,0.10056089743589744,0.30982601538866383,0.0023863143155866467,0.9333,0.9991111111111111,0.0008888888888888889
76,76,390,0.001477581354079004,0.9998798076923077,0.9998664529914529,1.0,0.10076121794871795,0.30530227866919735,0.002744023876183567,0.9341,0.9988888888888889,0.001
77,77,390,0.001566427667067052,0.9998397435897436,0.9998219333585594,1.0,0.1007410374524334,0.3060465294726287,0.002861662222031414,0.9325,0.9988888888888889,0.001
78,78,390,0.0013903972465180768,0.9998597756410257,0.9998441743466453,1.0,0.10064025610244097,0.3017795210397696,0.0028104412216199423,0.9336,0.9988888888888889,0.001
79,79,390,0.001402836513611524,0.9998597756410257,0.9998442159611876,1.0,0.10048134777376655,0.3031204989816569,0.004092961088699539,0.9345,0.9986666666666667,0.0012222222222222222
80,80,390,0.0012480071982747924,0.9999198717948717,0.9999109646975025,1.0,0.10072086503804566,0.3032431570883793,0.0028682683035195227,0.9332,0.999,0.0008888888888888889
81,81,390,0.0011216036951130566,0.9999599358974359,0.9999554853212846,1.0,0.10078140653175716,0.30511845403079746,0.002923998512222836,0.934,0.9988888888888889,0.001
82,82,390,0.0012791724421474964,0.9998397435897436,0.9998219373219374,1.0,0.10076121794871795,0.30381738413361054,0.004700807962993641,0.9326,0.9986666666666667,0.0012222222222222222
83,83,390,0.001271331234061225,0.9999198717948717,0.9999332309541297,0.9997995590298657,0.10062136700741632,0.3031942872684213,0.003856371563722885,0.933,0.9987777777777778,0.0011111111111111111
84,84,390,0.0013075190514194755,0.9998597756410257,0.9998664500189196,0.9997997196074504,0.10094131784498298,0.3022913751722891,0.0037609571311446083,0.934,0.9986666666666667,0.0012222222222222222
85,85,390,0.0012077424112552156,0.9998998397435898,0.9998887058718782,1.0,0.10072086503804566,0.3009441511446162,0.0027930361665901627,0.934,0.999,0.001
86,86,390,0.0011115882119972808,0.9999399038461538,0.999933223523127,1.0,0.10052062474969964,0.3023010928985439,0.0042414506591560725,0.9333,0.9984444444444445,0.0014444444444444444
87,87,390,0.0011637666859314777,0.9998998397435898,0.9998887033945465,1.0,0.1005005005005005,0.2992561237910126,0.0019032017885861727,0.9331,0.9991111111111111,0.0008888888888888889
88,88,390,0.001019234410024439,0.9999599358974359,0.9999554873027531,1.0,0.10082180797755061,0.2995579405393027,0.003632693390500208,0.9336,0.9987777777777778,0.0011111111111111111
89,89,390,0.001197771849416686,0.9998998397435898,0.9998887157801024,1.0,0.10080160320641282,0.2974298078613945,0.003322447527189454,0.9338,0.9987777777777778,0.0011111111111111111
90,90,390,0.000995574378593562,0.9999799679487179,0.9999777441467106,1.0,0.1008420208500401,0.2968827076256275,0.0024022032483831217,0.9342,0.9991111111111111,0.0008888888888888889
91,91,390,0.001043063329341702,0.9999198717948717,0.9999109587516417,1.0,0.10066039623774264,0.2991847628373889,0.003204626719393609,0.9342,0.9987777777777778,0.0011111111111111111
92,92,390,0.0012190112720604819,0.9999399038461538,0.9999332324401318,1.0,0.1008420208500401,0.30033412047579316,0.0026073017755914433,0.9328,0.9988888888888889,0.0011111111111111111
93,93,390,0.0010652744725051049,0.9999399038461538,0.9999332279819271,1.0,0.10058104588258866,0.29850641595600524,0.0030938217002463896,0.9338,0.9987777777777778,0.0011111111111111111
94,94,390,0.0011798227442061313,0.9998597756410257,0.9998441916887395,1.0,0.10054075705988384,0.29782263849732243,0.003347160079863923,0.9343,0.9987777777777778,0.0011111111111111111
95,95,390,0.0011013872859901032,0.9999399038461538,0.9999332250094598,1.0,0.10054075705988384,0.29834786679925795,0.002657374532440961,0.9335,0.9988888888888889,0.0011111111111111111
96,96,390,0.0010462362947948397,0.9999599358974359,0.9999554853212846,1.0,0.10078140653175716,0.29677221839186513,0.0026101627743525865,0.9346,0.9991111111111111,0.0008888888888888889
97,97,390,0.001080348186317282,0.9999198717948717,0.9999109666792797,1.0,0.1007410374524334,0.2969297032001652,0.00319738746536042,0.9337,0.9987777777777778,0.0011111111111111111
98,98,390,0.0010600141224224502,0.9999599358974359,0.9999554823487513,1.0,0.10052062474969964,0.29818787850156614,0.002861297193114399,0.9342,0.9987777777777778,0.0011111111111111111
99,99,390,0.0010234873852683589,0.9999799679487179,0.9999777436513766,1.0,0.10082180797755061,0.29659691981122466,0.00427912173990093,0.934,0.9987777777777778,0.0011111111111111111
